"match_variant","date","map","playlist","place","game_id"
"Rumble Slayer","12/14/2006 2:27:19 PM","Sanctuary","Rumble Training","4th","615686203"
"CTF Classic 5","12/14/2006 2:15:59 PM","Midship","Team Hardcore","2nd","615679758"
"Neutral Bomb","12/14/2006 2:09:36 PM","Midship","Team Hardcore","3rd","615676388"
"Team Snipers","12/7/2006 1:27:34 PM","Headlong","Team Snipers","3rd","611957340"
"Team Crazy King","12/7/2006 1:13:26 PM","Midship","Team Hardcore","6th","611951130"
"CTF Classic 5","12/7/2006 12:57:27 PM","Midship","Team Hardcore","2nd","611944592"
"Multi Flag CTF","12/7/2006 12:49:49 PM","Sanctuary","Team Hardcore","5th","611941691"
"CTF Classic 5","12/4/2006 1:41:49 PM","Midship","Team Hardcore","5th","610675481"
"Team Slayer BR","12/4/2006 1:33:51 PM","Beaver Creek","Team Hardcore","7th","610671879"
"CTF Classic","12/4/2006 1:22:33 PM","Warlock","Double Team","4th","610667090"
"Team Slayer","12/4/2006 10:20:52 AM","Elongation","Team Training","2nd","610630732"
"Assault","12/4/2006 10:13:43 AM","Headlong","BTB Skirmish","8th","610618425"
"Neutral Bomb BR","12/4/2006 9:55:59 AM","Coagulation","Team Skirmish","1st","610626117"
"Ninja Assault","12/4/2006 9:50:10 AM","Sanctuary","Team Skirmish","7th","610614665"
"Ninja Assault","12/4/2006 9:42:48 AM","Sanctuary","Team Skirmish","6th","610613742"
"Slayer","12/3/2006 10:05:45 AM","Foundation","Arranged Game","3rd","610108804"
"Slayer","12/3/2006 10:01:24 AM","Midship","Arranged Game","3rd","610106789"
"Slayer","12/3/2006 9:43:17 AM","Turf","Arranged Game","3rd","610098680"
"Assault BR","12/3/2006 9:03:55 AM","Burial Mounds","Team Training","5th","610108266"
"Team Slayer","12/3/2006 9:00:11 AM","Ivory Tower","Team Slayer","7th","610106537"
"Team Slayer","12/3/2006 8:46:19 AM","Lockout","Team Slayer","3rd","610076881"
"Team Rifles","12/3/2006 8:37:04 AM","Ascension","Team Slayer","7th","610073843"
"Team Slayer","12/3/2006 8:25:36 AM","Warlock","Team Slayer","7th","610070327"
"Team Snipers","12/3/2006 8:17:11 AM","Headlong","Team Snipers","4th","610067831"
"Team Slayer","12/3/2006 8:04:12 AM","Sanctuary","Team Hardcore","7th","610064081"
"Team Rifles","11/29/2006 11:46:34 AM","Colossus","Team Training","1st","607918221"
"1 Flag CTF","11/29/2006 11:36:09 AM","Terminal","Team Training","5th","607932180"
"Ninja Assault","11/29/2006 11:29:22 AM","Midship","Team Skirmish","1st","607914398"
"Slayer Pro","11/29/2006 11:20:10 AM","Warlock","Rumble Training","1st","607912503"
"Rumble Snipers","11/29/2006 11:09:18 AM","Ascension","Rumble Training","2nd","607910292"
"Team Rifles","11/28/2006 1:23:25 PM","Colossus","Team Slayer","3rd","607520575"
"Team Slayer BR","11/28/2006 1:10:37 PM","Ascension","Team Slayer","2nd","607515130"
"Team Slayer","11/28/2006 12:56:52 PM","Lockout","Team Slayer","3rd","607509849"
"Team Slayer","11/28/2006 12:47:58 PM","Midship","Team Slayer","8th","607506828"
"Team Slayer","11/28/2006 12:39:55 PM","Beaver Creek","Team Slayer","8th","607504005"
"Team Slayer","11/28/2006 12:30:14 PM","Zanzibar","Team Slayer","1st","607524035"
"Team Slayer","11/28/2006 12:03:15 PM","Ivory Tower","Team Slayer","8th","607512856"
"Team Crazy King","11/28/2006 11:57:05 AM","Warlock","Team Hardcore","1st","607510537"
"Team Slayer","11/28/2006 12:25:18 PM","Lockout","Team Slayer","7th","607499465"
"Team Rifles","11/28/2006 12:15:39 PM","Terminal","Team Slayer","3rd","607496663"
"Team Ball","11/28/2006 11:52:14 AM","Warlock","Team Hardcore","3rd","607490321"
"Team Slayer BR","11/28/2006 11:42:31 AM","Warlock","Team Hardcore","3rd","607488139"
"Team Crazy King","11/28/2006 11:34:02 AM","Midship","Team Hardcore","5th","607502743"
"Team Slayer BR","11/27/2006 1:58:43 PM","Relic","Team Slayer","7th","607116324"
"Team Slayer","11/27/2006 1:44:32 PM","Gemini","Team Slayer","5th","607109623"
"Team Slayer BR","11/27/2006 1:39:55 PM","Burial Mounds","Team Slayer","4th","607107545"
"Team Slayer","11/27/2006 1:26:53 PM","Ivory Tower","Team Slayer","4th","607102022"
"Slayer BR","11/27/2006 1:15:49 PM","Sanctuary","Double Team","4th","607097609"
"CTF Classic","11/27/2006 10:33:32 AM","Warlock","Team SWAT","2nd","607054033"
"SWAT Carbines","11/27/2006 10:30:38 AM","Warlock","Team SWAT","5th","607065860"
"SWAT Carbines","11/27/2006 10:21:17 AM","Ascension","Team SWAT","2nd","607063781"
"SWAT Carbines","11/27/2006 10:17:12 AM","Ascension","Team SWAT","6th","607051192"
"SWAT CTF","11/27/2006 10:09:42 AM","Sanctuary","Team SWAT","6th","607049852"
"Team Slayer","11/26/2006 1:11:01 PM","Warlock","Team Slayer","2nd","606675784"
"Team Slayer","11/26/2006 1:03:13 PM","Beaver Creek","Team Slayer","3rd","606671325"
"SWAT Classic","11/26/2006 12:48:49 PM","Elongation","Team SWAT","6th","606623562"
"Team Slayer","11/26/2006 12:41:13 PM","Elongation","Team Slayer","3rd","606619106"
"Team Rifles","11/26/2006 12:28:02 PM","Colossus","Team Slayer","4th","606648170"
"Team Rifles","11/26/2006 12:21:47 PM","Terminal","Team Slayer","7th","606607064"
"Team Snipers","11/26/2006 12:10:21 PM","Lockout","Team Snipers","8th","606600762"
"Team Slayer","11/26/2006 11:58:36 AM","Turf","Team Slayer","4th","606594221"
"SWAT Classic","11/26/2006 11:47:30 AM","Sanctuary","Team SWAT","1st","606588173"
"SWAT Classic","11/26/2006 9:25:20 AM","Lockout","Team SWAT","8th","606523513"
"1 Flag CTF","11/26/2006 9:18:47 AM","Turf","Team SWAT","1st","606521163"
"SWAT Classic","11/26/2006 9:13:05 AM","Elongation","Team SWAT","7th","606519256"
"SWAT Classic","11/26/2006 9:07:09 AM","Turf","Team SWAT","5th","606517261"
"Team Gulch War","11/23/2006 12:31:51 PM","Coagulation","Multi-Team","5th","604736889"
"Team Duals","11/23/2006 12:18:36 PM","Beaver Creek","Multi-Team","5th","604701458"
"SWAT Classic","11/23/2006 11:58:30 AM","Elongation","Team Training","6th","604721177"
"Assault","11/23/2006 11:54:45 AM","Terminal","Team Training","1st","604690193"
"Team Slayer","11/23/2006 11:42:26 AM","Midship","Team Training","2nd","604684335"
"Team Shotguns","11/22/2006 2:22:28 PM","Turf","Team Training","2nd","604170200"
"Team Slayer","11/22/2006 2:10:46 PM","Midship","Team Training","3rd","604123528"
"Rapid Assault","11/22/2006 2:04:21 PM","Lockout","Team Training","5th","604158507"
"Team Snipers","11/22/2006 1:58:42 PM","Zanzibar","Team Training","1st","604116000"
"Team Swords","11/22/2006 1:46:14 PM","Lockout","Team Training","6th","604108115"
"Team Rockets","11/22/2006 1:39:10 PM","Ivory Tower","Team Training","1st","604103617"
"Rapid Assault","11/22/2006 1:30:33 PM","Lockout","Team Training","5th","604137025"
"Team Slayer","11/22/2006 1:27:36 PM","Sanctuary","Team Training","1st","604096354"
"Team Slayer","11/22/2006 1:17:57 PM","Warlock","Team Training","3rd","604128458"
"Assault BR","11/22/2006 1:13:46 PM","Burial Mounds","Team Training","5th","604125981"
"Team Slayer","11/22/2006 1:07:26 PM","Sanctuary","Team Training","5th","604084381"
"Team Snipers","11/21/2006 12:45:19 PM","Sanctuary","Team Snipers","2nd","603487070"
"Team Slayer","11/21/2006 12:29:56 PM","Gemini","Team Slayer","8th","603481452"
"Team Rifles","11/21/2006 12:21:29 PM","Colossus","Team Slayer","3rd","603478364"
"CTF Classic 5","11/21/2006 12:11:59 PM","Midship","Team Hardcore","3rd","603475061"
"Multi Flag CTF","11/21/2006 12:02:16 PM","Sanctuary","Team Hardcore","6th","603471893"
"Team Slayer BR","11/21/2006 11:53:40 AM","Beaver Creek","Team Hardcore","2nd","603469208"
"Multi Flag CTF","11/21/2006 11:43:08 AM","Sanctuary","Team Hardcore","4th","603466137"
"Team Snipers","11/20/2006 1:46:12 PM","Burial Mounds","Team Snipers","3rd","603049783"
"Team Slayer","11/20/2006 1:34:57 PM","Gemini","Team Slayer","4th","603044002"
"Team Slayer BR","11/20/2006 1:25:10 PM","Relic","Team Slayer","6th","603039350"
"Team Slayer BR","11/20/2006 1:13:27 PM","Terminal","Team Slayer","6th","603033785"
"Team Slayer BR","11/20/2006 12:59:18 PM","Terminal","Team Slayer","5th","603027892"
"SWAT Classic","11/20/2006 12:37:28 PM","Ivory Tower","Team SWAT","6th","603045612"
"SWAT Classic","11/19/2006 12:31:30 PM","Turf","Team SWAT","5th","602540227"
"CTF Classic","11/19/2006 12:24:24 PM","Warlock","Team SWAT","1st","602536098"
"1 Flag CTF","11/19/2006 12:21:13 PM","Ivory Tower","Team SWAT","1st","602534245"
"SWAT Classic","11/19/2006 12:14:39 PM","Elongation","Team SWAT","5th","602530593"
"SWAT Classic","11/19/2006 12:08:16 PM","Turf","Team SWAT","7th","602527166"
"Team Snipers","11/16/2006 2:01:03 PM","Ascension","Team Snipers","3rd","600866633"
"Team Rifles","11/16/2006 1:53:00 PM","Colossus","Team Slayer","4th","600895455"
"Team Slayer","11/16/2006 1:41:52 PM","Gemini","Team Slayer","2nd","600857054"
"Team Crazy King","11/16/2006 1:35:10 PM","Lockout","Team Hardcore","2nd","600853721"
"Multi Flag CTF","11/16/2006 1:23:50 PM","Sanctuary","Team Hardcore","6th","600848588"
"Team Snipers","11/14/2006 1:11:53 PM","Ascension","Team Snipers","6th","599990510"
"Team Slayer","11/14/2006 1:02:32 PM","Elongation","Team Slayer","3rd","599986930"
"Team Slayer BR","11/14/2006 12:53:52 PM","Terminal","Team Slayer","6th","599983759"
"Team Rifles","11/14/2006 12:39:45 PM","Colossus","Team Slayer","6th","599978801"
"Team Rifles","11/14/2006 12:34:07 PM","Terminal","Team Slayer","7th","599999992"
"Team Slayer BR","11/14/2006 12:32:40 PM","Terminal","Team Slayer","7th","599976583"
"SWAT Classic","11/14/2006 12:18:35 PM","Ivory Tower","Team SWAT","5th","599972278"
"Team Slayer","11/13/2006 1:07:18 PM","Lockout","Team Slayer","3rd","599595790"
"Team Slayer","11/13/2006 1:50:32 PM","Zanzibar","Team Slayer","8th","599586924"
"Team Slayer","11/13/2006 1:33:14 PM","Elongation","Team Slayer","2nd","599578846"
"Team Slayer","11/13/2006 1:32:19 PM","Lockout","Team Slayer","7th","599578331"
"Team Slayer","11/13/2006 1:18:36 PM","Turf","Team Slayer","6th","599572548"
"Team Slayer","11/13/2006 1:01:58 PM","Sanctuary","Team Slayer","7th","599592707"
"Team Slayer","11/13/2006 12:59:10 PM","Warlock","Team Slayer","8th","599564525"
"Team Slayer","11/13/2006 12:48:06 PM","Ivory Tower","Team Slayer","6th","599560417"
"Team Slayer BR","11/13/2006 12:36:42 PM","Burial Mounds","Team Slayer","4th","599556428"
"2v2 Slayer","11/13/2006 12:21:53 PM","Lockout","Double Team","4th","599551765"
"CTF Classic 5","11/13/2006 12:06:47 PM","Midship","Team Hardcore","5th","599547392"
"Team Rifles","11/12/2006 2:14:05 PM","Terminal","Team Slayer","2nd","599161888"
"Team Slayer BR","11/12/2006 2:04:37 PM","Ascension","Team Slayer","8th","599155673"
"Team Slayer","11/12/2006 1:50:53 PM","Ivory Tower","Team Slayer","4th","599146632"
"CTF Classic 5","11/12/2006 1:35:56 PM","Midship","Team Hardcore","5th","599136861"
"Team Rifles","11/11/2006 10:01:09 AM","Ascension","Team Slayer","4th","598354593"
"Team Slayer BR","11/11/2006 9:49:04 AM","Terminal","Team Slayer","1st","598379042"
"Team Slayer","11/11/2006 9:42:25 AM","Ivory Tower","Team Slayer","7th","598345643"
"2v2 Slayer","11/11/2006 9:30:39 AM","Elongation","Double Team","2nd","598340047"
"Team Slayer","11/10/2006 3:16:18 PM","Beaver Creek","Team Slayer","4th","597912718"
"Team Slayer","11/10/2006 3:06:11 PM","Lockout","Team Slayer","7th","597865801"
"Team Slayer","11/10/2006 2:54:36 PM","Midship","Team Slayer","7th","597858097"
"Team Slayer","11/10/2006 2:47:00 PM","Gemini","Team Slayer","7th","597893168"
"Team Slayer","11/10/2006 2:42:12 PM","Gemini","Team Slayer","3rd","597849766"
"Team Slayer","11/10/2006 2:32:04 PM","Sanctuary","Team Hardcore","7th","597883275"
"CTF Classic 5","11/10/2006 2:26:42 PM","Warlock","Team Hardcore","2nd","597839768"
"Neutral Bomb","11/10/2006 2:20:11 PM","Midship","Team Hardcore","1st","597835412"
"Team Slayer BR","11/10/2006 2:12:06 PM","Ivory Tower","Team Hardcore","6th","597830170"
"SWAT Classic","11/10/2006 2:01:09 PM","Sanctuary","Team SWAT","4th","597823039"
"SWAT Classic","11/10/2006 1:54:41 PM","Turf","Team SWAT","6th","597818981"
"SWAT Classic","11/10/2006 1:46:16 PM","Ivory Tower","Team SWAT","6th","597813743"
"Neutral Flag","11/10/2006 1:38:46 PM","Sanctuary","Team SWAT","5th","597809338"
"Halo CE","11/9/2006 1:24:55 PM","Lockout","Team Carnage","3rd","597288478"
"Multi Flag CTF","11/9/2006 1:11:20 PM","Sanctuary","Team Training","1st","597251951"
"Assault","11/9/2006 1:06:40 PM","Terminal","Team Training","6th","597278702"
"1 Flag CTF BR","11/9/2006 12:56:45 PM","Burial Mounds","Team Training","4th","597273580"
"Team Rifles","11/9/2006 12:50:31 PM","Colossus","Team Training","2nd","597243307"
"Team Slayer BR","11/9/2006 12:41:28 PM","Burial Mounds","Team Slayer","3rd","597239915"
"Neutral Bomb","11/9/2006 12:29:02 PM","Midship","Team Hardcore","5th","597235523"
"Team Slayer","11/9/2006 12:10:33 PM","Sanctuary","Multi-Team","5th","597229592"
"Team Crazy King","11/8/2006 1:40:53 PM","Warlock","Team Hardcore","2nd","596813747"
"Team Slayer","11/8/2006 1:30:32 PM","Sanctuary","Team Hardcore","3rd","596840786"
"Pistol 1Flag","11/8/2006 1:18:33 PM","Ascension","Team Carnage","6th","596802938"
"Warthog CTF","11/8/2006 1:05:39 PM","Relic","Team Carnage","6th","596827327"
"Pistol 1Flag","11/8/2006 12:58:56 PM","Ascension","Team Carnage","3rd","596823374"
"Crappy Rifles","11/8/2006 12:45:24 PM","Colossus","Team Carnage","6th","596789050"
"DriverSeat CTF","11/8/2006 12:32:22 PM","Coagulation","Team Carnage","1st","596784371"
"Team Slayer BR","11/8/2006 12:20:54 PM","Headlong","Multi-Team","12th","596780645"
"Team Gulch War","11/7/2006 2:07:45 PM","Containment","Multi-Team","3rd","596367312"
"Team Multi-Ball","11/7/2006 1:54:01 PM","Turf","Multi-Team","7th","596359637"
"Team Slayer BR","11/7/2006 1:20:55 PM","Terminal","Team Slayer","7th","596375426"
"Team Slayer","11/7/2006 1:47:01 PM","Turf","Multi-Team","8th","596355797"
"Team Rifles","11/7/2006 1:26:14 PM","Colossus","Team Slayer","6th","596344769"
"Team Slayer","11/7/2006 1:03:22 PM","Lockout","Team Slayer","4th","596333407"
"Team Snipers","11/7/2006 12:50:16 PM","Relic","Team Snipers","6th","596327432"
"Team Slayer","11/7/2006 12:35:04 PM","Lockout","Team Slayer","8th","596320746"
"Team Slayer","11/7/2006 12:27:37 PM","Turf","Team Slayer","8th","596317766"
"Team Slayer","11/7/2006 12:19:39 PM","Sanctuary","Team Slayer","8th","596314582"
"Team Slayer BR","11/7/2006 12:09:54 PM","Burial Mounds","Team Slayer","8th","596310952"
"CTF Classic 3","11/7/2006 11:59:38 AM","Beaver Creek","Team Hardcore","6th","596307100"
"Team Slayer BR","11/7/2006 11:51:30 AM","Warlock","Team Hardcore","7th","596304262"
"Team Ball","11/7/2006 11:44:33 AM","Midship","Team Hardcore","1st","596301771"
"Team Rifles","11/6/2006 12:55:55 PM","Colossus","Team Slayer","4th","595842624"
"Team Slayer BR","11/6/2006 12:43:49 PM","Lockout","Team Hardcore","7th","595809654"
"Team Ball","11/6/2006 12:38:47 PM","Warlock","Team Hardcore","6th","595807705"
"Team Slayer BR","11/6/2006 12:25:19 PM","Ivory Tower","Team Hardcore","4th","595803092"
"Team Snipers","11/5/2006 1:51:19 PM","Burial Mounds","Team Snipers","3rd","595413207"
"Slayer BR","11/5/2006 1:41:18 PM","Ascension","Double Team","2nd","595364686"
"Team Slayer","11/5/2006 1:39:00 PM","Beaver Creek","Team Slayer","7th","595363257"
"Team Slayer","11/5/2006 1:23:22 PM","Midship","Team Slayer","8th","595353194"
"Team Slayer","11/5/2006 1:14:06 PM","Lockout","Team Slayer","4th","595347095"
"Team Slayer","11/5/2006 1:04:02 PM","Elongation","Team Slayer","3rd","595340521"
"Team Snipers","11/5/2006 12:50:36 PM","Beaver Creek","Team Snipers","4th","595332364"
"Team Slayer","11/5/2006 9:31:46 AM","Elongation","Team Slayer","3rd","595223567"
"Team Slayer","11/5/2006 9:00:42 AM","Elongation","Team Slayer","7th","595237455"
"Team Slayer BR","11/5/2006 8:23:29 AM","Ascension","Team Slayer","6th","595220216"
"Team Slayer","11/5/2006 9:23:52 AM","Sanctuary","Team Slayer","4th","595219940"
"Team Slayer BR","11/5/2006 9:13:00 AM","Burial Mounds","Team Slayer","5th","595215264"
"Team Rifles","11/5/2006 8:55:23 AM","Terminal","Team Slayer","4th","595208024"
"Team Slayer","11/5/2006 8:41:22 AM","Sanctuary","Team Slayer","2nd","595202381"
"Team Slayer","11/5/2006 8:16:42 AM","Zanzibar","Team Slayer","3rd","595193439"
"Team Slayer","11/5/2006 8:12:43 AM","Ivory Tower","Team Slayer","7th","595191966"
"Team Slayer","11/5/2006 7:58:10 AM","Midship","Team Slayer","7th","595187267"
"Team Slayer BR","11/5/2006 7:54:46 AM","Terminal","Team Slayer","6th","595207860"
"Team Slayer BR","11/5/2006 7:39:46 AM","Ascension","Team Slayer","6th","595181792"
"Team Slayer","11/5/2006 7:36:32 AM","Turf","Team Slayer","8th","595181003"
"Team Slayer","11/5/2006 7:21:56 AM","Lockout","Team Slayer","3rd","595177143"
"Team Slayer BR","11/5/2006 7:12:58 AM","Warlock","Team Hardcore","3rd","595175120"
"Rumble Slayer","11/5/2006 7:07:19 AM","Gemini","Rumble Training","8th","595173668"
"Team Slayer","11/5/2006 5:27:15 AM","Midship","Team Slayer","3rd","595165907"
"Team Slayer","11/5/2006 5:22:36 AM","Midship","Team Slayer","3rd","595156221"
"Team Slayer","11/5/2006 5:14:10 AM","Zanzibar","Team Slayer","6th","595155320"
"Neutral Bomb","11/5/2006 4:58:46 AM","Midship","Team Hardcore","2nd","595153562"
"Rumble Slayer","10/30/2006 4:14:36 AM","Elongation","Rumble Pit","7th","592181612"
"Covenant Slayer","10/29/2006 6:48:19 AM","Warlock","Team Carnage","5th","591620975"
"DriverSeat CTF","10/29/2006 6:37:56 AM","Containment","Team Carnage","6th","591636236"
"SWAT Fiesta","10/29/2006 6:32:48 AM","Beaver Creek","Team ActionSack","3rd","591617197"
"Phantom Fiesta","10/29/2006 6:28:23 AM","Lockout","Team ActionSack","3rd","591632698"
"Team Duals","10/29/2006 6:19:29 AM","Beaver Creek","Multi-Team","2nd","591614113"
"Team Snipers","10/28/2006 4:25:55 PM","Zanzibar","Team Snipers","3rd","591281117"
"Neutral Bomb","10/28/2006 3:52:08 PM","Midship","Team Hardcore","2nd","591259258"
"Multi Flag CTF","10/28/2006 4:09:09 PM","Sanctuary","Team Hardcore","5th","591231299"
"Team Crazy King","10/28/2006 4:01:02 PM","Warlock","Team Hardcore","1st","591226343"
"SWAT Classic","10/28/2006 3:48:16 PM","Ivory Tower","Team SWAT","6th","591217976"
"Team Slayer","10/28/2006 3:38:44 PM","Sanctuary","Team Hardcore","7th","591211970"
"Team Slayer","10/19/2006 1:27:52 PM","Warlock","Team Slayer","8th","586309722"
"Team Slayer","10/19/2006 1:17:39 PM","Lockout","Team Slayer","7th","586336178"
"DriverSeat CTF","10/19/2006 1:09:50 PM","Waterworks","Team Carnage","6th","586301423"
"SWAT Carbines","10/19/2006 1:03:40 PM","Midship","Team SWAT","2nd","586298583"
"Team Slayer","10/19/2006 12:54:30 PM","Lockout","Team Slayer","4th","586294751"
"Team Slayer","10/19/2006 12:44:18 PM","Ivory Tower","Team Slayer","4th","586290683"
"Team Slayer BR","10/19/2006 12:29:35 PM","Burial Mounds","Team Slayer","4th","586285045"
"Team Snipers","10/19/2006 12:16:52 PM","Zanzibar","Team Snipers","6th","586280692"
"CTF Classic","10/14/2006 8:55:23 AM","Midship","Team SWAT","5th","584234605"
"SWAT Classic","10/14/2006 8:50:29 AM","Sanctuary","Team SWAT","3rd","584232750"
"Neutral Flag","10/14/2006 8:44:17 AM","Warlock","Team SWAT","5th","584230595"
"2v2 Rifles","10/12/2006 12:59:07 PM","Sanctuary","Double Team","4th","583202655"
"2v2 Slayer","10/12/2006 12:51:00 PM","Lockout","Double Team","4th","583199123"
"Team Slayer","10/12/2006 12:37:01 PM","Midship","Team Slayer","7th","583193432"
"Team Slayer","10/12/2006 12:27:20 PM","Sanctuary","Team Slayer","5th","583190102"
"1 Flag CTF","10/12/2006 12:14:11 PM","Ascension","Team SWAT","2nd","583209819"
"CTF Classic","10/12/2006 12:06:46 PM","Midship","Team SWAT","5th","583183210"
"Team Snipers","10/12/2006 12:02:02 PM","Burial Mounds","Team Snipers","7th","583181730"
"SWAT Classic","10/12/2006 11:53:02 AM","Ivory Tower","Team SWAT","7th","583179041"
"SWAT Carbines","10/12/2006 11:45:42 AM","Warlock","Team SWAT","4th","583176994"
"SWAT Carbines","10/11/2006 2:33:39 PM","Ascension","Team SWAT","7th","582776297"
"Neutral Flag","10/11/2006 2:24:25 PM","Sanctuary","Team SWAT","5th","582770885"
"1 Flag CTF","10/11/2006 2:13:44 PM","Ivory Tower","Team SWAT","5th","582764287"
"SWAT Classic","10/11/2006 2:01:14 PM","Ivory Tower","Team SWAT","7th","582757714"
"SWAT Carbines","10/11/2006 1:51:56 PM","Midship","Team SWAT","7th","582752422"
"SWAT Classic","10/10/2006 1:21:00 PM","Beaver Creek","Team SWAT","3rd","582273612"
"SWAT CTF","10/10/2006 1:14:37 PM","Beaver Creek","Team SWAT","5th","582270851"
"Team Slayer","10/10/2006 12:46:41 PM","Turf","Team Slayer","6th","582286064"
"Team Slayer","10/10/2006 12:46:03 PM","Ivory Tower","Team Slayer","5th","582285991"
"Team Slayer BR","10/10/2006 12:37:22 PM","Burial Mounds","Team Slayer","8th","582256201"
"Team Slayer","10/10/2006 12:24:02 PM","Warlock","Team Slayer","4th","582251644"
"Team Slayer","10/10/2006 12:16:27 PM","Elongation","Team Slayer","4th","582249218"
"Team Slayer BR","10/10/2006 12:08:30 PM","Burial Mounds","Team Slayer","5th","582268781"
"SWAT Classic","10/10/2006 12:04:01 PM","Lockout","Team SWAT","8th","582245602"
"SWAT Classic","10/9/2006 1:02:56 PM","Sanctuary","Team SWAT","8th","581821607"
"CTF Classic","10/9/2006 12:53:13 PM","Midship","Team SWAT","5th","581816843"
"CTF Classic","10/9/2006 12:48:22 PM","Midship","Team SWAT","5th","581814597"
"Team Snipers","10/9/2006 12:45:00 PM","Turf","Team Snipers","5th","581812821"
"Team Slayer","10/9/2006 12:35:07 PM","Sanctuary","Team Slayer","6th","581838379"
"Team Slayer","10/9/2006 12:26:44 PM","Turf","Team Slayer","6th","581804811"
"Team Slayer","10/9/2006 12:24:03 PM","Warlock","Team Slayer","4th","581832570"
"Team Slayer","10/9/2006 12:13:37 PM","Zanzibar","Team Slayer","6th","581827006"
"Team Slayer","10/9/2006 12:06:02 PM","Turf","Team Slayer","6th","581795725"
"SWAT Magnums","10/9/2006 11:50:10 AM","Turf","Team SWAT","5th","581789371"
"2v2 Slayer Hum","10/9/2006 11:37:11 AM","Midship","Double Team","4th","581784253"
"CTF Classic","10/9/2006 11:25:46 AM","Warlock","Double Team","1st","581779774"
"Team Snipers","10/8/2006 12:54:04 PM","Zanzibar","Team Snipers","4th","581269839"
"Team Slayer","10/8/2006 12:40:25 PM","Gemini","Team Slayer","8th","581261578"
"Team Slayer","10/8/2006 12:30:57 PM","Turf","Team Slayer","4th","581255887"
"Team Slayer","10/8/2006 12:19:18 PM","Lockout","Team Slayer","3rd","581249264"
"Team Slayer BR","10/8/2006 12:10:29 PM","Terminal","Team Slayer","3rd","581244118"
"Team Slayer","10/8/2006 11:52:56 AM","Ivory Tower","Team Slayer","4th","581234132"
"Team Slayer","10/8/2006 11:38:40 AM","Elongation","Team Slayer","4th","581226348"
"Team Slayer","10/8/2006 11:23:27 AM","Turf","Team Slayer","4th","581218162"
"Team Slayer","10/8/2006 11:14:07 AM","Turf","Team Slayer","5th","581246774"
"Team Slayer","10/8/2006 11:07:36 AM","Zanzibar","Team Slayer","7th","581210040"
"2v2 Slayer","10/8/2006 10:55:02 AM","Ivory Tower","Double Team","3rd","581203684"
"2v2 Slayer","10/8/2006 10:40:37 AM","Beaver Creek","Double Team","2nd","581227554"
"2v2 Slayer","10/8/2006 10:28:19 AM","Ivory Tower","Double Team","3rd","581190883"
"SWAT Magnums","10/8/2006 10:24:41 AM","Sanctuary","Team SWAT","7th","581219130"
"SWAT CTF","10/8/2006 10:11:52 AM","Beaver Creek","Team SWAT","5th","581183613"
"Rumble Slayer","10/8/2006 5:36:22 AM","Warlock","Rumble Pit","4th","581107811"
"Rumble Slayer","10/8/2006 5:28:47 AM","Sanctuary","Rumble Pit","4th","581106918"
"Rumble Rifles","10/8/2006 5:20:03 AM","Burial Mounds","Rumble Pit","3rd","581105932"
"Rumble Slayer","10/8/2006 5:11:07 AM","Gemini","Rumble Pit","2nd","581105026"
"Rumble Slayer","10/8/2006 4:25:21 AM","Lockout","Rumble Pit","3rd","581100619"
"Rumble Slayer","10/8/2006 4:14:03 AM","Lockout","Rumble Pit","5th","581099593"
"Team Slayer","10/7/2006 2:57:10 PM","Sanctuary","Team Slayer","4th","580706241"
"Team Slayer BR","10/7/2006 2:46:54 PM","Ascension","Team Slayer","6th","580699646"
"Team Slayer BR","10/7/2006 2:36:37 PM","Terminal","Team Slayer","4th","580693314"
"Team Slayer","10/7/2006 2:23:11 PM","Turf","Team Slayer","4th","580684983"
"Team Rifles","10/7/2006 2:08:31 PM","Terminal","Team Slayer","6th","580675613"
"Team Rifles","10/7/2006 1:56:02 PM","Colossus","Team Slayer","7th","580667797"
"1 Flag CTF","10/7/2006 1:49:32 PM","Ascension","Team SWAT","6th","580663906"
"Team Slayer BR","10/7/2006 10:04:10 AM","Burial Mounds","Team Slayer","7th","580568360"
"Team Snipers","10/7/2006 9:59:55 AM","Ivory Tower","Team Snipers","6th","580536398"
"Team Rifles","10/7/2006 9:45:56 AM","Terminal","Team Slayer","4th","580559127"
"Team Slayer BR","10/7/2006 9:40:08 AM","Relic","Team Slayer","3rd","580555736"
"Team Rifles","10/7/2006 9:35:06 AM","Colossus","Team Slayer","3rd","580525210"
"Slayer BR","10/7/2006 9:23:00 AM","Sanctuary","Double Team","2nd","580547618"
"2v2 Slayer","10/7/2006 9:09:52 AM","Elongation","Double Team","2nd","580540820"
"Team Slayer","10/6/2006 2:47:02 PM","Ivory Tower","Team Slayer","4th","580048962"
"2v2 Slayer","10/6/2006 2:33:44 PM","Lockout","Double Team","2nd","580040765"
"2v2 Slayer Hum","10/6/2006 2:21:22 PM","Warlock","Double Team","4th","580033688"
"2v2 Slayer Hum","10/6/2006 2:10:10 PM","Midship","Double Team","4th","580026566"
"Team Slayer","10/6/2006 2:02:57 PM","Beaver Creek","Team Slayer","8th","580059024"
"2v2 Slayer","10/6/2006 1:52:23 PM","Lockout","Double Team","2nd","580016924"
"SWAT Classic","10/6/2006 1:38:48 PM","Turf","Team SWAT","6th","580009513"
"SWAT Magnums","10/6/2006 1:25:34 PM","Turf","Team SWAT","4th","580002682"
