"match_variant","date","map","playlist","place","game_id"
"2v2 Slayer","4/8/2007 2:59:37 PM","Ivory Tower","Double Team","3rd","683182262"
"Rumble Slayer","4/8/2007 2:51:36 PM","Sanctuary","Rumble Training","7th","683138390"
"King","4/8/2007 2:44:23 PM","Lockout","Rumble Training","4th","683133691"
"Slayer BR","4/8/2007 2:33:30 PM","Sanctuary","Double Team","2nd","683127108"
"Team Crazy King","4/8/2007 2:22:25 PM","Beaver Creek","Double Team","3rd","683120285"
"2v2 Slayer Hum","4/8/2007 2:12:41 PM","Midship","Double Team","1st","683114268"
"Slayer Pro","4/8/2007 1:37:30 PM","Ivory Tower","Rumble Training","2nd","683092888"
"Team Slayer","4/8/2007 1:29:44 PM","Ivory Tower","Team Slayer","8th","683088294"
"Team Slayer","4/8/2007 1:21:20 PM","Lockout","Team Slayer","3rd","683083383"
"Team Slayer","4/8/2007 1:11:12 PM","Gemini","Team Slayer","8th","683077503"
"Team Ball","4/8/2007 1:00:53 PM","Lockout","Team Hardcore","5th","683071724"
"SWAT Classic","4/8/2007 12:44:30 PM","Beaver Creek","Team SWAT","2nd","683062364"
"Team Snipers","4/8/2007 12:37:30 PM","Terminal","Team Snipers","8th","683058484"
"Team Slayer BR","4/8/2007 12:23:01 PM","Lockout","Team Hardcore","1st","683050458"
"Team Slayer BR","4/8/2007 12:13:00 PM","Warlock","Team Hardcore","4th","683045205"
"SWAT Carbines","4/8/2007 12:01:27 PM","Warlock","Team SWAT","2nd","683038898"
"SWAT Classic","4/8/2007 11:51:58 AM","Turf","Team SWAT","6th","683033860"
"Slayer Pro","4/7/2007 3:27:18 AM","Ivory Tower","Rumble Training","2nd","682236220"
"SWAT Carbines","4/7/2007 3:22:15 AM","Warlock","Team SWAT","8th","682235579"
"SWAT Classic","4/7/2007 3:20:29 AM","Lockout","Team SWAT","6th","682235351"
"Slayer Pro","4/2/2007 3:35:46 PM","Beaver Creek","Rumble Training","2nd","679824530"
"Crazy King","4/2/2007 3:18:43 PM","Warlock","Rumble Training","1st","679814409"
"Rumble Slayer","4/2/2007 3:07:37 PM","Lockout","Rumble Training","1st","679808117"
"Rumble Slayer","4/2/2007 3:00:17 PM","Beaver Creek","Rumble Training","2nd","679803918"
"Slayer Pro","4/2/2007 2:51:43 PM","Foundation","Rumble Training","4th","679799027"
"Team Slayer BR","4/2/2007 2:43:30 PM","Lockout","Team Hardcore","5th","679794505"
"Team Slayer BR","4/2/2007 2:34:12 PM","Lockout","Team Hardcore","3rd","679789380"
"Team Ball","4/2/2007 2:22:36 PM","Midship","Team Hardcore","5th","679816987"
"Team Snipers","4/2/2007 2:20:40 PM","Headlong","Team Snipers","8th","679781989"
"Team Snipers","4/2/2007 2:04:51 PM","Burial Mounds","Team Snipers","8th","679806737"
"Team Snipers","4/2/2007 1:50:11 PM","Burial Mounds","Team Snipers","1st","679765980"
"Team Snipers","4/2/2007 1:38:39 PM","Relic","Team Snipers","8th","679760217"
"Team Snipers","4/2/2007 1:27:16 PM","Burial Mounds","Team Snipers","3rd","679754652"
"Team Snipers","4/2/2007 1:16:43 PM","Lockout","Team Snipers","6th","679749774"
"Team Snipers","4/2/2007 1:08:37 PM","Terminal","Team Snipers","4th","679746094"
"SWAT Carbines","4/2/2007 12:54:56 PM","Warlock","Team SWAT","4th","679740267"
"SWAT Magnums","4/2/2007 12:48:39 PM","Sanctuary","Team SWAT","4th","679737646"
"SWAT CTF","4/2/2007 12:43:28 PM","Beaver Creek","Team SWAT","6th","679735594"
"Team Rifles","4/2/2007 7:14:36 AM","Colossus","Team Slayer","4th","679656431"
"Team Slayer","4/2/2007 7:03:05 AM","Lockout","Team Slayer","2nd","679655255"
"Team Slayer","4/2/2007 6:53:36 AM","Turf","Team Slayer","3rd","679654207"
"Team Slayer","4/2/2007 6:42:24 AM","Turf","Team Slayer","8th","679653232"
"Team Slayer","4/2/2007 6:30:50 AM","Turf","Team Slayer","8th","679652152"
"Team Slayer","4/2/2007 6:18:27 AM","Sanctuary","Team Slayer","2nd","679657270"
"Team Slayer BR","4/2/2007 5:54:26 AM","Zanzibar","Team Slayer","6th","679654857"
"Team Slayer","4/2/2007 6:04:00 AM","Beaver Creek","Team Slayer","6th","679649943"
"Team Slayer","4/2/2007 5:49:37 AM","Turf","Team Slayer","3rd","679648923"
"Team Slayer","4/2/2007 5:38:24 AM","Ivory Tower","Team Slayer","7th","679648181"
"Team Slayer","4/2/2007 5:28:38 AM","Sanctuary","Team Slayer","4th","679647462"
"Team Slayer","4/2/2007 5:09:00 AM","Elongation","Team Slayer","4th","679646276"
"SWAT Carbines","4/2/2007 4:56:48 AM","Ascension","Team SWAT","1st","679645514"
"Team Slayer","4/1/2007 10:07:34 AM","Midship","Team Slayer","4th","679126458"
"Team Slayer","4/1/2007 9:59:31 AM","Gemini","Team Slayer","4th","679152585"
"Team Rifles","4/1/2007 9:52:38 AM","Ascension","Team Slayer","8th","679119747"
"Team Rifles","4/1/2007 9:44:14 AM","Colossus","Team Slayer","6th","679116057"
"Team Slayer","4/1/2007 9:33:22 AM","Turf","Team Slayer","3rd","679111286"
"Team Slayer","4/1/2007 9:23:26 AM","Sanctuary","Team Slayer","7th","679107438"
"Team Rifles","4/1/2007 9:10:39 AM","Colossus","Team Slayer","4th","679102485"
"Team Slayer","4/1/2007 8:59:57 AM","Sanctuary","Team Slayer","3rd","679098456"
"Team Snipers","4/1/2007 8:49:40 AM","Turf","Team Snipers","8th","679094915"
"SWAT Classic","4/1/2007 8:41:56 AM","Ivory Tower","Team SWAT","2nd","679092211"
"SWAT Carbines","3/31/2007 4:19:16 PM","Warlock","Team SWAT","2nd","678693644"
"SWAT Classic","3/31/2007 4:12:20 PM","Elongation","Team SWAT","3rd","678727109"
"Team Snipers","3/31/2007 4:03:51 PM","Zanzibar","Team Snipers","8th","678683971"
"Team Slayer","3/31/2007 3:45:26 PM","Beaver Creek","Team Slayer","1st","678672525"
"Team Slayer","3/31/2007 3:32:47 PM","Turf","Team Slayer","2nd","678664389"
"Team Slayer BR","3/31/2007 3:19:45 PM","Terminal","Team Slayer","3rd","678656171"
"Team Rifles","3/31/2007 3:06:40 PM","Colossus","Team Slayer","7th","678648000"
"Team Slayer","3/31/2007 2:53:17 PM","Sanctuary","Team Slayer","3rd","678639198"
"SWAT CTF","3/31/2007 2:26:34 PM","Beaver Creek","Team SWAT","5th","678660844"
"SWAT Carbines","3/31/2007 2:45:05 PM","Midship","Team SWAT","7th","678633891"
"SWAT Magnums","3/31/2007 2:38:12 PM","Beaver Creek","Team SWAT","6th","678629617"
"SWAT CTF","3/31/2007 2:30:16 PM","Sanctuary","Team SWAT","4th","678624382"
"SWAT Classic","3/31/2007 2:23:14 PM","Sanctuary","Team SWAT","3rd","678619742"
"Team Rifles","3/31/2007 10:22:03 AM","Ascension","Team Slayer","4th","678479308"
"Team Slayer","3/31/2007 10:12:56 AM","Gemini","Team Slayer","7th","678475044"
"Team Slayer","3/31/2007 9:58:56 AM","Warlock","Team Slayer","4th","678498046"
"Team Slayer","3/31/2007 9:50:28 AM","Beaver Creek","Team Slayer","4th","678464537"
"Team Slayer","3/31/2007 9:40:59 AM","Elongation","Team Slayer","8th","678460402"
"Team Slayer","3/31/2007 9:30:58 AM","Sanctuary","Team Slayer","7th","678456123"
"Team Rifles","3/31/2007 9:19:33 AM","Colossus","Team Slayer","2nd","678451337"
"Team Slayer","3/31/2007 9:00:26 AM","Ivory Tower","Team Slayer","8th","678443726"
"Team Slayer","3/31/2007 8:48:43 AM","Warlock","Team Slayer","6th","678439115"
"Team Slayer BR","3/31/2007 8:40:19 AM","Zanzibar","Team Slayer","7th","678436139"
"Team Rifles","3/30/2007 3:27:31 PM","Terminal","Team Slayer","4th","677992041"
"Team Slayer","3/30/2007 3:10:32 PM","Gemini","Team Slayer","3rd","677981691"
"Team Rifles","3/30/2007 2:59:53 PM","Terminal","Team Slayer","7th","677975466"
"Team Slayer","3/30/2007 2:48:11 PM","Midship","Team Slayer","6th","677968333"
"Team Slayer","3/30/2007 2:40:07 PM","Lockout","Team Slayer","5th","677963448"
"Team Slayer","3/30/2007 2:27:26 PM","Midship","Team Slayer","1st","677956039"
"Team Slayer","3/30/2007 2:08:20 PM","Warlock","Team Slayer","6th","677945224"
"Team Snipers","3/30/2007 1:56:13 PM","Sanctuary","Team Snipers","3rd","677938561"
"Team Slayer","3/30/2007 1:46:55 PM","Gemini","Team Slayer","3rd","677933564"
"Team Slayer","3/30/2007 1:37:40 PM","Lockout","Team Slayer","7th","677928861"
"Team Slayer","3/30/2007 12:48:55 PM","Turf","Team Slayer","8th","677935186"
"Team Slayer BR","3/30/2007 1:28:09 PM","Terminal","Team Slayer","1st","677924069"
"Team Slayer","3/30/2007 1:12:44 PM","Midship","Team Slayer","3rd","677916612"
"Team Slayer","3/30/2007 12:59:01 PM","Turf","Team Slayer","2nd","677910547"
"Team Slayer BR","3/30/2007 12:34:50 PM","Zanzibar","Team Slayer","4th","677900615"
"Team Rifles","3/30/2007 12:17:29 PM","Colossus","Team Slayer","7th","677894168"
"SWAT Carbines","3/30/2007 12:05:02 PM","Midship","Team SWAT","3rd","677889607"
"Team Snipers","3/29/2007 3:39:01 PM","Terminal","Team Snipers","8th","677520148"
"Team Snipers","3/29/2007 3:24:32 PM","Ivory Tower","Team Snipers","4th","677511919"
"Team Slayer BR","3/29/2007 3:08:36 PM","Terminal","Team Slayer","3rd","677502873"
"Team Slayer","3/29/2007 2:54:24 PM","Warlock","Team Slayer","8th","677495160"
"Team Slayer","3/29/2007 2:45:11 PM","Beaver Creek","Team Slayer","8th","677490243"
"Team Slayer","3/29/2007 2:33:47 PM","Turf","Team Slayer","2nd","677484169"
"Team Slayer","3/29/2007 2:23:15 PM","Lockout","Team Slayer","8th","677478612"
"Team Slayer","3/29/2007 2:07:55 PM","Lockout","Team Slayer","8th","677470630"
"Team Slayer BR","3/29/2007 1:57:59 PM","Ascension","Team Slayer","3rd","677497030"
"Team Slayer","3/29/2007 1:43:34 PM","Elongation","Team Slayer","4th","677459061"
"Team Slayer","3/29/2007 1:33:02 PM","Gemini","Team Slayer","3rd","677454083"
"Team Slayer BR","3/29/2007 1:23:57 PM","Relic","Team Slayer","8th","677479480"
"Team Rifles","3/29/2007 1:15:00 PM","Terminal","Team Slayer","8th","677446084"
"Team Slayer BR","3/29/2007 1:03:27 PM","Zanzibar","Team Slayer","4th","677441215"
"Team Slayer","3/29/2007 12:41:27 PM","Warlock","Team Slayer","6th","677432832"
"Team Slayer","3/29/2007 12:33:23 PM","Lockout","Team Slayer","6th","677454325"
"Team Slayer BR","3/29/2007 12:22:21 PM","Burial Mounds","Team Slayer","4th","677426152"
"Team Slayer BR","3/29/2007 12:09:26 PM","Ascension","Team Slayer","4th","677422189"
"Team Slayer","3/29/2007 11:53:10 AM","Ivory Tower","Team Slayer","2nd","677417366"
"Team Slayer","3/29/2007 11:40:03 AM","Midship","Team Slayer","4th","677414002"
"Team Slayer","3/29/2007 11:30:38 AM","Warlock","Team Slayer","7th","677411611"
"Team Snipers","3/29/2007 11:19:01 AM","Turf","Team Snipers","2nd","677408924"
"SWAT Classic","3/29/2007 11:05:06 AM","Beaver Creek","Team SWAT","7th","677405706"
"SWAT Classic","3/29/2007 10:56:24 AM","Sanctuary","Team SWAT","4th","677403745"
"CTF Classic","3/29/2007 10:49:00 AM","Warlock","Team SWAT","1st","677402132"
"SWAT Carbines","3/29/2007 10:45:23 AM","Midship","Team SWAT","6th","677401338"
"CTF Classic","3/29/2007 10:39:13 AM","Warlock","Team SWAT","5th","677400040"
"SWAT Magnums","3/29/2007 10:26:07 AM","Beaver Creek","Team SWAT","2nd","677397360"
"SWAT Magnums","3/29/2007 10:17:19 AM","Lockout","Team SWAT","6th","677408898"
"Team Rifles","3/28/2007 12:53:41 PM","Terminal","Team Slayer","8th","677018370"
"Team Slayer","3/28/2007 12:43:38 PM","Sanctuary","Team Slayer","8th","676987844"
"Team Slayer","3/28/2007 12:32:13 PM","Elongation","Team Slayer","2nd","677007962"
"Team Slayer BR","3/28/2007 12:16:52 PM","Zanzibar","Team Slayer","4th","676978539"
"Team Slayer","3/28/2007 12:03:49 PM","Turf","Team Slayer","2nd","676974601"
"SWAT Classic","3/28/2007 11:51:20 AM","Beaver Creek","Team SWAT","5th","676971195"
"Team Slayer BR","3/25/2007 10:52:42 AM","Terminal","Team Slayer","7th","675881176"
"Team Slayer BR","3/25/2007 10:37:41 AM","Terminal","Team Slayer","6th","675873623"
"Team Slayer","3/25/2007 10:23:40 AM","Lockout","Team Slayer","7th","675866860"
"Team Snipers","3/25/2007 10:10:56 AM","Zanzibar","Team Snipers","7th","675860987"
"Team Slayer BR","3/25/2007 10:01:17 AM","Zanzibar","Team Slayer","8th","675856628"
"Team Snipers","3/25/2007 9:47:31 AM","Headlong","Team Snipers","7th","675850700"
"SWAT Classic","3/25/2007 9:33:52 AM","Beaver Creek","Team SWAT","2nd","675845294"
"Team Slayer","3/16/2007 2:47:26 PM","Lockout","Team Slayer","5th","671006116"
"Team Slayer","3/16/2007 2:31:55 PM","Elongation","Team Slayer","8th","670994760"
"Team Snipers","3/16/2007 3:29:03 PM","Ivory Tower","Team Snipers","4th","670992380"
"Team Slayer","3/16/2007 3:12:44 PM","Turf","Team Slayer","6th","670980605"
"Team Slayer","3/16/2007 3:00:09 PM","Lockout","Team Slayer","8th","670971706"
"2v2 Slayer Hum","3/16/2007 2:48:15 PM","Warlock","Double Team","2nd","670963368"
"Team Slayer BR","3/16/2007 2:27:03 PM","Zanzibar","Team Slayer","8th","670991444"
"Team Slayer BR","3/16/2007 2:20:23 PM","Terminal","Team Slayer","7th","670944284"
"Team Slayer","3/16/2007 2:06:37 PM","Warlock","Team Slayer","4th","670934913"
"Team Rifles","3/16/2007 1:58:06 PM","Terminal","Team Slayer","5th","670970548"
"Team Snipers","3/16/2007 1:54:33 PM","Zanzibar","Team Snipers","4th","670927282"
"SWAT Classic","3/16/2007 1:41:03 PM","Turf","Team SWAT","2nd","670918634"
"SWAT Carbines","3/16/2007 1:33:19 PM","Midship","Team SWAT","8th","670913795"
"SWAT Classic","3/15/2007 3:02:41 PM","Lockout","Team SWAT","7th","670442384"
"SWAT Classic","3/15/2007 2:56:00 PM","Beaver Creek","Team SWAT","3rd","670438254"
"Team Slayer","3/15/2007 2:48:31 PM","Midship","Team Training","2nd","670433641"
"CTF Human","3/15/2007 2:39:14 PM","Colossus","Team Skirmish","6th","670428074"
"SWAT Magnums","3/15/2007 2:29:43 PM","Midship","Team SWAT","7th","670422260"
"Team Snipers","3/15/2007 2:09:19 PM","Burial Mounds","Team Snipers","2nd","670410453"
"Team Snipers","3/15/2007 1:59:34 PM","Beaver Creek","Team Snipers","3rd","670404809"
"SWAT Carbines","3/15/2007 1:49:25 PM","Midship","Team SWAT","2nd","670399455"
"Team Slayer","3/15/2007 5:51:37 AM","Elongation","Team Training","4th","670302560"
"SWAT Classic","3/15/2007 5:42:19 AM","Beaver Creek","Team SWAT","8th","670302134"
"SWAT Magnums","3/15/2007 5:35:45 AM","Sanctuary","Team SWAT","1st","670301794"
"SWAT Carbines","3/15/2007 5:26:26 AM","Ascension","Team SWAT","6th","670301477"
"SWAT Classic","3/15/2007 5:12:04 AM","Beaver Creek","Team SWAT","3rd","670300844"
"SWAT Classic","3/15/2007 1:48:38 AM","Sanctuary","Team SWAT","4th","670288302"
"SWAT Carbines","3/15/2007 1:43:07 AM","Warlock","Team SWAT","7th","670287714"
"SWAT Classic","3/15/2007 1:38:01 AM","Ivory Tower","Team SWAT","7th","670287070"
"SWAT Classic","3/15/2007 1:30:17 AM","Beaver Creek","Team SWAT","5th","670286145"
"SWAT Classic","3/15/2007 1:17:42 AM","Sanctuary","Team SWAT","3rd","670284459"
"2v2 Slayer Hum","3/14/2007 3:05:10 PM","Midship","Double Team","1st","669980223"
"2v2 Slayer","3/14/2007 2:54:28 PM","Beaver Creek","Double Team","2nd","670009922"
"2v2 Slayer Hum","3/14/2007 2:43:09 PM","Midship","Double Team","3rd","669967750"
"CTF Classic","3/14/2007 2:30:13 PM","Warlock","Team SWAT","3rd","669960655"
"Team Slayer","3/14/2007 2:25:03 PM","Ivory Tower","Team Slayer","6th","669957668"
"Team Slayer BR","3/14/2007 2:15:57 PM","Burial Mounds","Team Slayer","2nd","669952704"
"Team Snipers","3/14/2007 2:00:17 PM","Terminal","Team Snipers","4th","669944439"
"SWAT Classic","3/14/2007 1:46:01 PM","Sanctuary","Team SWAT","3rd","669937160"
"SWAT Magnums","3/14/2007 1:34:10 PM","Sanctuary","Team SWAT","2nd","669931359"
"SWAT Classic","3/14/2007 1:32:27 PM","Turf","Team SWAT","4th","669930499"
"Team Slayer","12/31/2006 6:29:55 AM","Sanctuary","Team Hardcore","5th","625930599"
"1 Flag CTF","12/31/2006 6:13:53 AM","Zanzibar","Team Training","5th","625928871"
"CTF Human","12/31/2006 6:08:50 AM","Beaver Creek","Team Training","5th","625928179"
"SWAT Classic","12/31/2006 6:00:18 AM","Ivory Tower","Team Training","2nd","625927438"
"Team Rifles","12/30/2006 7:15:22 AM","Terminal","Team Slayer","8th","625237891"
"Team Slayer","12/30/2006 7:03:53 AM","Gemini","Team Slayer","8th","625236167"
"Team Snipers","12/30/2006 6:54:55 AM","Relic","Team Snipers","5th","625234990"
"Team Crazy King","12/30/2006 6:39:08 AM","Midship","Team Hardcore","1st","625232909"
"CTF Classic 3","12/30/2006 6:21:43 AM","Beaver Creek","Team Hardcore","5th","625230878"
"Team Slayer","12/29/2006 8:46:30 AM","Elongation","Team Slayer","8th","624544861"
"Team Rifles","12/29/2006 7:40:12 AM","Colossus","Team Slayer","2nd","624543484"
"Team Slayer","12/29/2006 8:37:40 AM","Warlock","Team Slayer","7th","624542345"
"CTF Classic 3","12/29/2006 8:31:35 AM","Beaver Creek","Team Hardcore","1st","624540637"
"Team Slayer","12/29/2006 8:14:56 AM","Midship","Team Slayer","4th","624536206"
"Team Slayer","12/29/2006 8:04:39 AM","Lockout","Team Slayer","4th","624533680"
"Team Snipers","12/29/2006 7:54:58 AM","Burial Mounds","Team Snipers","2nd","624531485"
"Team Slayer","12/29/2006 7:28:22 AM","Turf","Team Slayer","4th","624526330"
"Team Slayer","12/29/2006 7:12:48 AM","Zanzibar","Team Slayer","3rd","624523388"
"Team Slayer","12/29/2006 6:59:41 AM","Midship","Team Slayer","4th","624521392"
"Team Slayer","12/29/2006 6:51:49 AM","Elongation","Team Slayer","5th","624531055"
"Team Slayer","12/29/2006 6:46:55 AM","Midship","Team Slayer","3rd","624519390"
"Team Slayer","12/29/2006 6:36:56 AM","Warlock","Team Slayer","7th","624518178"
"Team Snipers","12/29/2006 6:29:30 AM","Turf","Team Snipers","4th","624517286"
"Team Slayer BR","12/29/2006 6:21:34 AM","Midship","Team Hardcore","7th","624516337"
"1 Flag CTF Fast","12/29/2006 6:14:35 AM","Turf","Team Training","5th","624515515"
"Team Rifles","12/28/2006 2:58:19 PM","Terminal","Team Slayer","7th","624028333"
"Team Slayer BR","12/28/2006 2:46:28 PM","Relic","Team Slayer","4th","624020242"
"Assault BR","12/28/2006 2:31:11 PM","Burial Mounds","Team Training","2nd","624051818"
"Team Slayer BR","12/28/2006 2:20:23 PM","Relic","Team Slayer","4th","624002408"
"Team Ball","12/28/2006 2:07:05 PM","Warlock","Team Hardcore","5th","624034878"
"Neutral Bomb","12/28/2006 2:00:34 PM","Midship","Team Hardcore","3rd","623989016"
"CTF Classic 5","12/28/2006 1:51:57 PM","Midship","Team Hardcore","5th","623983083"
"Team Slayer","12/28/2006 1:33:21 PM","Beaver Creek","Team Slayer","8th","623970146"
"Team Slayer","12/28/2006 1:22:47 PM","Midship","Team Slayer","4th","623963179"
"Team Slayer","12/28/2006 1:13:33 PM","Beaver Creek","Team Slayer","8th","623998353"
"Multi Flag CTF","12/28/2006 1:07:09 PM","Sanctuary","Team Hardcore","7th","623952852"
"Team Slayer","12/28/2006 9:13:35 AM","Turf","Team Slayer","4th","623825524"
"Team Slayer","12/28/2006 9:03:52 AM","Sanctuary","Team Slayer","2nd","623846769"
"Team Slayer BR","12/28/2006 8:59:06 AM","Ascension","Team Slayer","3rd","623820002"
"Team Slayer","12/28/2006 8:58:52 AM","Warlock","Team Slayer","6th","623844383"
"Team Slayer","12/28/2006 8:45:57 AM","Beaver Creek","Team Slayer","6th","623815660"
"Team Slayer","12/28/2006 8:32:22 AM","Lockout","Team Slayer","8th","623811432"
"Team Slayer","12/28/2006 8:29:44 AM","Elongation","Team Slayer","8th","623810625"
"Team Slayer","12/28/2006 8:10:39 AM","Sanctuary","Team Slayer","4th","623805014"
"Team Slayer","12/28/2006 7:57:43 AM","Sanctuary","Team Slayer","8th","623801787"
"Team Slayer","12/28/2006 7:47:11 AM","Zanzibar","Team Slayer","5th","623799298"
"Team Rifles","12/28/2006 7:30:54 AM","Colossus","Team Slayer","5th","623811662"
"2v2 Slayer","12/28/2006 7:28:16 AM","Beaver Creek","Double Team","4th","623794944"
"Team Slayer BR","12/28/2006 7:15:12 AM","Lockout","Team Hardcore","6th","623792501"
"Team Slayer","12/28/2006 5:14:27 AM","Warlock","Team Slayer","7th","623783862"
"Team Slayer BR","12/28/2006 5:09:45 AM","Burial Mounds","Team Slayer","7th","623776542"
"Team Slayer BR","12/28/2006 5:08:50 AM","Burial Mounds","Team Slayer","6th","623783256"
"Team Rifles","12/28/2006 4:55:20 AM","Terminal","Team Slayer","2nd","623775238"
"Team Snipers","12/28/2006 4:40:27 AM","Ascension","Team Snipers","8th","623773936"
"Team Slayer BR","12/28/2006 4:29:10 AM","Ivory Tower","Team Hardcore","8th","623772830"
"Team Slayer","12/27/2006 3:35:50 PM","Warlock","Team Training","6th","623588988"
"Team Slayer","12/27/2006 3:25:01 PM","Beaver Creek","Team Training","7th","623581798"
"Team Slayer","12/27/2006 3:15:34 PM","Ivory Tower","Team Training","6th","623575878"
"SWAT Carbines","12/27/2006 3:05:28 PM","Midship","Team Training","2nd","623609411"
"1 Flag CTF","12/27/2006 3:01:27 PM","Terminal","Team Training","2nd","623606532"
"Team Slayer","12/27/2006 2:53:55 PM","Zanzibar","Team Training","6th","623561498"
"SWAT Classic","12/27/2006 2:40:10 PM","Beaver Creek","Team Training","4th","623552085"
"Team Slayer","12/27/2006 2:31:31 PM","Warlock","Team Training","1st","623546437"
"Team Slayer BR","12/27/2006 2:21:18 PM","Relic","Team Training","2nd","623539692"
"Team Slayer BR","12/27/2006 1:12:35 PM","Headlong","BTB Slayer","15th","623494894"
"Team Slayer BR","12/27/2006 12:58:32 PM","Headlong","BTB Slayer","3rd","623524965"
"Team Slayer","12/27/2006 12:45:07 PM","Beaver Creek","Team Training","6th","623477792"
"Team Slayer","12/27/2006 12:34:22 PM","Midship","Team Training","4th","623471302"
"Team Slayer","12/27/2006 12:23:04 PM","Gemini","Team Training","5th","623464494"
"Team Shotguns","12/27/2006 12:14:23 PM","Midship","Team Training","3rd","623459407"
"Team Crazy King","12/27/2006 12:08:22 PM","Warlock","Team Training","6th","623455955"
"Team Slayer","12/26/2006 4:16:49 PM","Headlong","Arranged Game","3rd","622932029"
"Team Rifles","12/26/2006 3:20:38 PM","Ascension","Team Slayer","4th","622897237"
"Team Slayer","12/26/2006 3:11:34 PM","Lockout","Team Slayer","6th","622929315"
"Team Slayer","12/26/2006 3:03:39 PM","Elongation","Team Slayer","8th","622886994"
"Team Slayer","12/26/2006 2:54:19 PM","Gemini","Team Slayer","4th","622881199"
"Team Slayer","12/26/2006 2:42:03 PM","Elongation","Team Slayer","7th","622873635"
"Team Slayer","12/26/2006 2:31:30 PM","Gemini","Team Slayer","2nd","622867079"
"Team Slayer","12/26/2006 2:16:23 PM","Ivory Tower","Team Slayer","4th","622858156"
"Team Rifles","12/26/2006 2:06:01 PM","Colossus","Team Slayer","4th","622888740"
"Team Slayer","12/26/2006 1:57:37 PM","Warlock","Team Slayer","7th","622847052"
"Team Slayer","12/26/2006 1:48:40 PM","Lockout","Team Slayer","8th","622841770"
"Team Snipers","12/26/2006 1:34:10 PM","Burial Mounds","Team Snipers","4th","622833440"
"Team Crazy King","12/26/2006 1:21:43 PM","Lockout","Team Hardcore","6th","622826265"
"Team Slayer","12/26/2006 8:10:56 AM","Gemini","Team Slayer","6th","622697391"
"Team Snipers","12/26/2006 7:59:13 AM","Relic","Team Snipers","1st","622695178"
"Team Slayer","12/26/2006 7:48:36 AM","Midship","Team Slayer","8th","622693113"
"Team Fiesta","12/26/2006 7:39:31 AM","Lockout","Team Training","4th","622691641"
"Team Slayer Pro","12/26/2006 7:27:43 AM","Turf","Team Training","4th","622689655"
"Team Rifles","12/26/2006 7:00:34 AM","Terminal","Team Slayer","8th","622685722"
"Team Snipers","12/26/2006 6:49:44 AM","Turf","Team Snipers","6th","622684427"
"Team Crazy King","12/26/2006 6:35:04 AM","Midship","Team Hardcore","1st","622682706"
"Team Slayer","12/26/2006 6:18:52 AM","Sanctuary","Team Hardcore","2nd","622681152"
"Team Slayer","12/26/2006 5:59:31 AM","Burial Mounds","Arranged Game","1st","622679413"
"Slayer","12/26/2006 5:54:13 AM","Burial Mounds","Arranged Game","1st","622678958"
"Slayer","12/17/2006 3:41:51 PM","Foundation","Arranged Game","2nd","617591813"
"Team Slayer","12/17/2006 3:20:50 PM","Foundation","Arranged Game","1st","617577777"
"Team Slayer","12/17/2006 2:34:15 PM","Zanzibar","Team Slayer","7th","617546735"
"Team Slayer BR","12/17/2006 2:20:41 PM","Terminal","Team Slayer","4th","617537301"
"Team Slayer BR","12/17/2006 2:06:44 PM","Burial Mounds","Team Slayer","4th","617528304"
"Team Slayer","12/17/2006 2:00:01 PM","Ivory Tower","Team Slayer","7th","617564229"
"Team Snipers","12/17/2006 1:48:34 PM","Zanzibar","Team Snipers","5th","617516521"
"Team Snipers","12/17/2006 1:34:48 PM","Terminal","Team Snipers","6th","617507478"
"Team Slayer BR","12/17/2006 1:24:46 PM","Midship","Team Hardcore","5th","617500953"
"CTF Classic","12/17/2006 11:40:15 AM","Midship","Team Skirmish","1st","617437199"
"Shotgun CTF","12/17/2006 11:34:16 AM","Midship","Team Skirmish","1st","617433893"
"Team Snipers","12/17/2006 11:02:16 AM","Ivory Tower","Team Snipers","5th","617416584"
"CTF Classic 5","12/17/2006 10:53:53 AM","Warlock","Team Hardcore","2nd","617445645"
"Team Rifles","12/15/2006 6:11:43 AM","Colossus","Team Slayer","7th","616033974"
"Team Slayer BR","12/15/2006 5:43:58 AM","Relic","Team Slayer","4th","616036388"
"Team Slayer","12/15/2006 5:05:40 AM","Gemini","Team Slayer","6th","616033741"
"Team Slayer","12/15/2006 6:00:01 AM","Midship","Team Slayer","8th","616033304"
"Team Slayer","12/15/2006 5:50:52 AM","Warlock","Team Slayer","8th","616032689"
"Team Snipers","12/15/2006 5:40:42 AM","Burial Mounds","Team Snipers","8th","616032112"
"Team Slayer BR","12/15/2006 5:24:59 AM","Terminal","Team Slayer","4th","616031264"
"Team Snipers","12/15/2006 5:10:32 AM","Ascension","Team Snipers","8th","616030533"
"Team Snipers","12/15/2006 4:55:37 AM","Lockout","Team Snipers","4th","616029676"
"Team Slayer BR","12/15/2006 4:39:13 AM","Ivory Tower","Team Hardcore","4th","616028853"
"Team Slayer","12/15/2006 4:26:23 AM","Headlong","Arranged Game","1st","616028149"
"Team Slayer","12/15/2006 4:14:17 AM","Terminal","Arranged Game","2nd","616027552"
"Team Slayer","12/15/2006 4:08:32 AM","Burial Mounds","Arranged Game","1st","616027248"
"Team Snipers","12/14/2006 2:57:34 PM","Terminal","Team Snipers","7th","615703878"
"Team Slayer","12/14/2006 2:43:14 PM","Elongation","Team Slayer","3rd","615732482"
