"game_id","player","player_rank","team","Kills","Assists","Deaths","K.D.Spread","Suicides","Betrayals","Score"
781660958,"FLIGHT409",20,"Red Team",18,6,10,8,0,0,"18"
781660958,"Sam Jev",20,"Red Team",14,6,6,8,0,0,"14"
781660958,"The Truth 12",20,"Red Team",10,5,6,4,0,0,"10"
781660958,"XI 5n1p3 XI",20,"Red Team",8,2,10,-2,0,0,"8"
781660958,"RhineGamer",20,"Blue Team",14,3,14,0,0,0,"14"
781660958,"Leoshor",20,"Blue Team",11,6,26,-15,0,0,"11"
781660958,"TSG Biohazard10",20,"Blue Team",7,2,8,-1,0,0,"6"
781660958,"CruelHit Stick",20,"Blue Team",0,1,3,-3,0,0,"0"
781659501,"THEGOON32",25,"Blue Team",20,2,12,8,0,0,"19"
781659501,"Mr Antagonist",25,"Blue Team",14,5,13,1,0,0,"14"
781659501,"SidelingChris",25,"Blue Team",13,8,14,-1,0,0,"13"
781659501,"cunningbobcat",25,"Blue Team",4,6,10,-6,0,0,"4"
781659501,"Sam Jev",25,"Red Team",15,3,10,5,0,0,"15"
781659501,"Hellfire DS",25,"Red Team",14,7,12,2,0,0,"14"
781659501,"The Truth 12",25,"Red Team",11,4,13,-2,0,0,"11"
781659501,"kill103",25,"Red Team",8,3,16,-8,0,0,"8"
781658229,"HITMAN JKC",19,"Red Team",15,3,6,9,0,0,"15"
781658229,"TyLeNoL o",19,"Red Team",15,4,7,8,0,0,"15"
781658229,"ek5000",19,"Red Team",10,4,7,3,0,0,"10"
781658229,"Intenseninja124",19,"Red Team",11,4,11,0,0,0,"10"
781658229,"Sam Jev",19,"Blue Team",11,5,10,1,0,0,"11"
781658229,"XxSwordAngelxX",19,"Blue Team",8,4,15,-7,0,0,"8"
781658229,"The Truth 12",19,"Blue Team",6,4,11,-5,0,0,"6"
781658229,"jen2912",19,"Blue Team",5,4,15,-10,0,0,"5"
781663994,"Sam Jev",21,"Red Team",14,1,4,10,0,0,"14"
781663994,"StK Zeus",21,"Red Team",11,2,7,4,0,0,"11"
781663994,"bluesport1456",21,"Red Team",8,3,2,6,0,0,"8"
781663994,"The Truth 12",21,"Red Team",7,5,8,-1,0,0,"7"
781663994,"duncan53087",21,"Blue Team",9,5,18,-9,0,0,"9"
781663994,"crosshairZ28",21,"Blue Team",4,1,10,-6,0,0,"4"
781663994,"darkoandmanson",21,"Blue Team",7,1,6,1,0,0,"4"
781663994,"KSI IG0DLY 1V1I",21,"Blue Team",2,1,9,-7,0,0,"2"
781655615,"MimiCk Iz S1k",22,"Red Team",16,2,15,1,0,0,"16"
781655615,"HumalogPen",22,"Red Team",13,1,13,0,0,0,"13"
781655615,"knar kill21",22,"Red Team",12,2,9,3,0,0,"12"
781655615,"smokes002000",22,"Red Team",9,2,14,-5,0,0,"9"
781655615,"Sam Jev",22,"Blue Team",15,1,6,9,0,0,"14"
781655615,"chidonias",22,"Blue Team",15,2,19,-4,0,0,"14"
781655615,"The Truth 12",22,"Blue Team",11,0,12,-1,0,0,"11"
781655615,"ITSBrutalHitman",22,"Blue Team",10,0,15,-5,0,0,"10"
781635114,"Sam Jev",20,"Red Team",14,3,3,11,0,0,"14"
781635114,"The Truth 12",20,"Red Team",11,4,6,5,0,0,"11"
781635114,"Dr Bendova",20,"Red Team",9,1,10,-1,0,0,"9"
781635114,"Zraylem",20,"Blue Team",9,3,9,0,0,0,"9"
781635114,"RazorSharpTalon",20,"Blue Team",7,2,10,-3,0,0,"6"
781635114,"Hawk 2K4",20,"Blue Team",3,2,16,-13,0,0,"3"
781633739,"iCrash v2",18,"Red Team",29,2,4,25,0,0,"29"
781633739,"Sam Jev",18,"Red Team",8,1,5,3,0,0,"8"
781633739,"Captain Big G",18,"Red Team",7,5,6,1,0,0,"7"
781633739,"The Truth 12",18,"Red Team",6,2,7,-1,0,0,"6"
781633739,"BrimX",18,"Blue Team",7,1,14,-7,0,0,"7"
781633739,"Maggotfarmer",18,"Blue Team",6,4,13,-7,0,0,"6"
781633739,"smoke2019",18,"Blue Team",5,3,12,-7,0,0,"5"
781633739,"RHODENCOFFEE",18,"Blue Team",4,3,11,-7,0,0,"4"
781638608,"Sulldawgg",19,"Red Team",16,6,13,3,0,0,"16"
781638608,"OMG MAN123",19,"Red Team",11,3,11,0,0,0,"11"
781638608,"The Truth 12",19,"Red Team",7,1,6,1,0,0,"7"
781638608,"Sam Jev",19,"Red Team",7,2,3,4,0,0,"6"
781638608,"CncrSurvivor89",19,"Blue Team",13,5,20,-7,0,0,"13"
781638608,"x Emerica x 51",19,"Blue Team",8,2,8,0,0,0,"8"
781638608,"Fr0wned",19,"Blue Team",8,3,13,-5,0,0,"8"
781638608,"THUNDERD0M3",19,"Blue Team",3,0,1,2,0,0,"2"
781630858,"Sam Jev",20,"Red Team",14,4,1,13,0,0,"14"
781630858,"The Truth 12",20,"Red Team",13,6,5,8,0,0,"13"
781630858,"mesjac",20,"Red Team",12,5,9,3,0,0,"12"
781630858,"Sulldawgg",20,"Red Team",11,6,11,0,0,0,"11"
781630858,"kdfimi3",20,"Blue Team",15,5,12,3,0,0,"15"
781630858,"ZombieKitten",20,"Blue Team",6,3,17,-11,0,0,"6"
781630858,"hndsmdevil731",20,"Blue Team",4,0,10,-6,0,0,"4"
781630858,"Marlowes LOVE",20,"Blue Team",1,0,11,-10,0,0,"1"
781635393,"i sh00t u",26,"Blue Team",17,7,2,15,0,0,"17"
781635393,"WTK GAMES",26,"Blue Team",8,5,6,2,0,0,"8"
781635393,"I d0mEsHoT I",26,"Blue Team",6,9,6,0,0,0,"6"
781635393,"II JHONSON II",26,"Blue Team",6,6,7,-1,0,0,"6"
781635393,"MLG XxV1cToRxX",26,"Red Team",8,5,13,-5,0,0,"8"
781635393,"The Truth 12",26,"Red Team",5,1,6,-1,0,0,"5"
781635393,"Sam Jev",26,"Red Team",5,2,7,-2,0,0,"5"
781635393,"Juanjo Pipis",26,"Red Team",3,5,11,-8,0,0,"3"
781634674,"xxBIG5xx",23,"Blue Team",10,4,4,6,0,0,"10"
781634674,"mattman98",23,"Blue Team",9,3,0,9,0,0,"9"
781634674,"xXColombian90xX",23,"Blue Team",9,2,0,9,0,0,"9"
781634674,"Snaky PapaSquat",23,"Blue Team",9,3,7,2,0,0,"9"
781634674,"Sam Jev",23,"Red Team",6,1,7,-1,0,0,"5"
781634674,"The Truth 12",23,"Red Team",2,1,12,-10,0,0,"2"
781634674,"strikerscore14",23,"Red Team",1,1,15,-14,0,0,"1"
781634674,"keepah24",23,"Red Team",2,0,8,-6,0,0,"-2"
781628319,"Sam Jev",19,"Red Team",14,1,4,10,0,0,"14"
781628319,"The Truth 12",19,"Red Team",12,0,5,7,0,0,"12"
781628319,"BoSox08",19,"Red Team",9,0,14,-5,0,0,"9"
781628319,"A19BERGER91A",19,"Red Team",3,1,11,-8,0,0,"3"
781628319,"SNB Assassin",19,"Blue Team",19,0,8,11,0,0,"19"
781628319,"ChiTownsFynest4",19,"Blue Team",9,0,17,-8,0,0,"9"
781628319,"Manram2467",19,"Blue Team",5,0,9,-4,0,0,"5"
781628319,"XxiGOODxX",19,"Blue Team",1,1,5,-4,0,0,"1"
781632417,"The Truth 12",16,"Blue Team",9,0,3,6,0,0,"9"
781632417,"Sam Jev",16,"Blue Team",4,0,0,4,0,0,"4"
781632417,"growingmoss",16,"Blue Team",0,0,0,0,0,0,"0"
781632417,"RASweet",16,"Red Team",3,1,4,-1,0,0,"3"
781632417,"TM0N3Y IS BACK",16,"Red Team",1,0,3,-2,0,0,"1"
781632417,"Trigger Thumb",16,"Red Team",0,0,6,-6,0,0,"0"
781575960,"ReconSniper0227",8,"Blue Team",19,3,11,8,0,0,"19"
781575960,"XxNotladxX",8,"Blue Team",18,4,11,7,0,0,"17"
781575960,"IrishDestroyer2",8,"Blue Team",10,3,6,4,0,0,"9"
781575960,"SS SC SlayerBob",8,"Blue Team",0,0,0,0,0,0,"0"
781575960,"OUF OUFS",8,"Red Team",20,1,21,-1,0,0,"20"
781575960,"meg93",8,"Red Team",6,7,26,-20,0,0,"6"
781575960,"Sam Jev",8,"Red Team",0,0,0,0,0,0,"0"
781575960,"The Truth 12",8,"Red Team",0,0,0,0,0,0,"0"
781571600,"SpartanPinata",21,"Red Team",12,1,5,7,0,0,"12"
781571600,"ma minzzle",21,"Red Team",12,3,10,2,0,0,"12"
781571600,"Evanescence 628",21,"Red Team",6,1,4,2,0,0,"6"
781571600,"paintrainchuchu",21,"Red Team",3,2,2,1,0,0,"3"
781571600,"NitrousZetzway",21,"Blue Team",11,3,15,-4,0,0,"11"
781571600,"xITZ MARCUSx23",21,"Blue Team",7,4,18,-11,0,0,"7"
781571600,"The Truth 12",21,"Blue Team",2,0,0,2,0,0,"2"
781571600,"Sam Jev",21,"Blue Team",1,4,0,1,0,0,"1"
781570469,"VVV Lippakorv",3,"Red Team",19,8,10,9,0,0,"19"
781570469,"ITISMEUC",3,"Red Team",13,6,14,-1,0,0,"13"
781570469,"MostFille",3,"Red Team",11,4,7,4,0,0,"11"
781570469,"o T R i P P Y x",3,"Red Team",7,1,14,-7,0,0,"7"
781570469,"xvGETPWNEDvx",3,"Blue Team",15,6,23,-8,0,0,"15"
781570469,"Budgens",3,"Blue Team",13,5,15,-2,0,0,"13"
781570469,"Sam Jev",3,"Blue Team",10,7,9,1,0,0,"9"
781570469,"The Truth 12",3,"Blue Team",7,0,4,3,0,0,"7"
781569020,"ladylubekitty67",20,"Red Team",17,7,7,10,0,0,"17"
781569020,"x Lollar",20,"Red Team",12,6,10,2,0,0,"12"
781569020,"The EnFoRcEr 76",20,"Red Team",12,6,14,-2,0,0,"12"
781569020,"Quik2Dapunch187",20,"Red Team",9,4,14,-5,0,0,"9"
781569020,"HolyGreyBeard",20,"Blue Team",16,5,18,-2,0,0,"15"
781569020,"so cal soldiers",20,"Blue Team",15,7,18,-3,0,0,"15"
781569020,"Sam Jev",20,"Blue Team",12,4,13,-1,0,0,"12"
781569020,"The Truth 12",20,"Blue Team",2,3,2,0,0,0,"2"
781567937,"TNorm18",21,"Red Team",20,3,8,12,0,0,"19"
781567937,"Platypus2",21,"Red Team",16,6,9,7,0,0,"16"
781567937,"Sam Jev",21,"Red Team",8,1,3,5,0,0,"8"
781567937,"The Truth 12",21,"Red Team",7,2,4,3,0,0,"7"
781567937,"KoG SnyperPrO",21,"Blue Team",11,1,8,3,0,0,"11"
781567937,"Poopscooper",21,"Blue Team",6,3,14,-8,0,0,"6"
781567937,"ROLLIE",21,"Blue Team",5,1,13,-8,0,0,"5"
781567937,"Capi7ana",21,"Blue Team",1,1,16,-15,0,0,"1"
781567100,"iTz iSloth Yu",21,"Red Team",19,5,9,10,0,0,"19"
781567100,"Gunrunner1986",21,"Red Team",13,4,9,4,0,0,"13"
781567100,"The Truth 12",21,"Red Team",9,7,5,4,0,0,"9"
781567100,"Sam Jev",21,"Red Team",9,8,7,2,0,0,"9"
781567100,"so cal soldiers",21,"Blue Team",11,7,19,-8,0,0,"11"
781567100,"Jae Grrz",21,"Blue Team",10,3,10,0,0,0,"10"
781567100,"D2SMD",21,"Blue Team",8,5,14,-6,0,0,"8"
781567100,"Samus VS World",21,"Blue Team",1,5,7,-6,0,0,"1"
781570665,"l Banjo l",21,"Blue Team",0,0,0,0,0,0,"0"
781570665,"Local 3 Bricky",21,"Blue Team",0,0,0,0,0,0,"0"
781570665,"Oof2",21,"Blue Team",0,0,0,0,0,0,"0"
781570665,"Dhem Ooba Hax",21,"Blue Team",0,0,0,0,0,0,"0"
781570665,"Sam Jev",21,"Red Team",0,0,0,0,0,0,"0"
781570665,"bacon44",21,"Red Team",0,0,0,0,0,0,"0"
781570665,"The Truth 12",21,"Red Team",0,0,0,0,0,0,"0"
781570665,"COMA Black 01",21,"Red Team",0,0,0,0,0,0,"0"
781564976,"LuciferACE",19,"Red Team",14,5,9,5,0,0,"14"
781564976,"RAYBABY32641",19,"Red Team",14,6,12,2,0,0,"14"
781564976,"Chew Tha Bullet",19,"Red Team",12,5,9,3,0,0,"12"
781564976,"dbaby32641",19,"Red Team",10,0,11,-1,0,0,"10"
781564976,"Sam Jev",19,"Blue Team",16,3,9,7,0,0,"16"
781564976,"onlinehawker",19,"Blue Team",9,5,14,-5,0,0,"9"
781564976,"The Truth 12",19,"Blue Team",8,2,11,-3,0,0,"8"
781564976,"Agent Mclovin",19,"Blue Team",8,7,16,-8,0,0,"8"
781569199,"UPG SUICID3",22,"Red Team",12,0,9,3,0,0,"12"
781569199,"xXsoulXx666",22,"Red Team",9,0,7,2,0,0,"9"
781569199,"The Truth 12",22,"Red Team",7,0,5,2,0,0,"7"
781569199,"Sam Jev",22,"Red Team",4,0,3,1,0,0,"4"
781569199,"I Warbz I",22,"Blue Team",8,0,6,2,0,0,"7"
781569199,"greatpinkyringy",22,"Blue Team",7,3,10,-3,0,0,"7"
781569199,"RudeThe Hunt3r",22,"Blue Team",6,1,9,-3,0,0,"6"
781569199,"INFAMOUSMONEY3",22,"Blue Team",3,1,8,-5,0,0,"3"
781562224,"XI WAST3D IX",13,"Blue Team",22,4,14,8,0,0,"22"
781562224,"IVI Smite IVI",13,"Blue Team",15,1,9,6,0,0,"15"
781562224,"TheDukaScrub",13,"Blue Team",13,4,9,4,0,0,"13"
781562224,"Sam Jev",13,"Red Team",18,2,10,8,0,0,"18"
781562224,"Rdog 11",13,"Red Team",9,5,22,-13,0,0,"8"
781562224,"The Truth 12",13,"Red Team",5,3,19,-14,0,0,"5"
781560770,"The Truth 12",2,"Blue Team",18,1,13,5,0,0,"18"
781560770,"Sam Jev",2,"Blue Team",11,5,8,3,0,0,"11"
781560770,"redrider247",2,"Red Team",11,3,14,-3,0,0,"11"
781560770,"DoABarrelRollFx",2,"Red Team",10,2,15,-5,0,0,"10"
769526350,"Fresh Trooper",NA,"Red Team",20,0,7,13,0,0,"20"
769526350,"Sorocco",NA,"Red Team",17,2,10,7,0,0,"17"
769526350,"JamesMatarrese",NA,"Red Team",14,3,9,5,0,0,"14"
769526350,"Sam Jev",NA,"Red Team",0,1,3,-3,0,0,"-1"
769526350,"SoppyFungus",NA,"Blue Team",19,1,17,2,0,0,"19"
769526350,"Obaski",NA,"Blue Team",5,3,17,-12,0,0,"5"
769526350,"Project Ayaka",NA,"Blue Team",4,3,17,-13,0,0,"4"
769526350,"EdibleGoldylox",NA,"Blue Team",0,0,0,0,0,0,"0"
769523550,"Dirt T Deeds",NA,"Red Team",6,1,0,6,0,0,"228"
769523550,"PainGod07(G)",NA,"Red Team",1,1,2,-1,0,0,"194"
769523550,"Sam Jev",NA,"Red Team",4,0,1,3,0,0,"100"
769523550,"Meet n Chees",NA,"Red Team",2,0,3,-1,0,0,"46"
769523550,"EONN JED1",NA,"Red Team",3,0,1,2,0,0,"32"
769523550,"PainGod07",NA,"Red Team",2,0,2,0,0,0,"0"
769523550,"l Reign l",NA,"Red Team",2,3,2,0,0,0,"0"
769523550,"Dreamed Reign",NA,"Red Team",3,0,3,0,0,0,"0"
769523550,"rotten egg1",NA,"Blue Team",2,0,0,2,0,0,"185"
769523550,"Demanz nz",NA,"Blue Team",1,0,3,-2,0,0,"100"
769523550,"rotten egg1(G)",NA,"Blue Team",1,1,5,-4,0,0,"4"
769523550,"chocky555",NA,"Blue Team",1,1,6,-5,0,0,"0"
769523550,"chocky555(G)",NA,"Blue Team",1,0,4,-3,0,0,"0"
769523550,"Harrjk",NA,"Blue Team",4,0,1,3,0,0,"0"
769523550,"LimpCommando",NA,"Blue Team",0,1,1,-1,0,0,"0"
769523550,"YYYZZ0",NA,"Blue Team",4,1,3,1,0,0,"0"
769526329,"rotten egg1(G)",NA,"Blue Team",1,0,4,-3,0,0,"1"
769526329,"rotten egg1",NA,"Blue Team",1,0,3,-2,0,0,"1"
769526329,"chroniklung777(G)",NA,"Blue Team",3,1,8,-5,0,0,"1"
769526329,"mrbad316",NA,"Blue Team",0,0,0,0,0,0,"0"
769526329,"chroniklung777",NA,"Blue Team",3,0,4,-1,0,0,"0"
769526329,"ce02",NA,"Blue Team",4,0,7,-3,0,0,"0"
769526329,"zachs mum ftw",NA,"Blue Team",2,0,3,-1,0,0,"0"
769526329,"Sam Jev",NA,"Blue Team",2,0,1,1,0,0,"0"
769526329,"Ghost4734",NA,"Red Team",1,0,2,-1,0,0,"0"
769526329,"xUSMCx MARSOC",NA,"Red Team",6,1,7,-1,0,0,"0"
769526329,"JDs Place132(G)",NA,"Red Team",0,0,0,0,0,0,"0"
769526329,"JDs Place132",NA,"Red Team",0,0,0,0,0,0,"0"
769526329,"PainGod07(G)",NA,"Red Team",4,0,2,2,0,0,"0"
769526329,"PainGod07",NA,"Red Team",3,2,7,-4,0,0,"0"
769526329,"stooperd2(G)",NA,"Red Team",2,0,1,1,0,0,"0"
769526329,"stooperd2",NA,"Red Team",0,0,0,0,0,0,"0"
769522489,"L TRAIN74(G)",NA,"Red Team",21,4,10,11,0,0,"21"
769522489,"L TRAIN74",NA,"Red Team",20,1,7,13,0,0,"20"
769522489,"L TRAIN74(G)",NA,"Red Team",8,0,8,0,0,0,"8"
769522489,"GbUD007",NA,"Red Team",1,1,4,-3,0,0,"1"
769522489,"kronik209",NA,"Blue Team",9,1,11,-2,0,0,"9"
769522489,"SirAshOfPash",NA,"Blue Team",9,1,11,-2,0,0,"9"
769522489,"Project Ayaka",NA,"Blue Team",6,0,13,-7,0,0,"6"
769522489,"Sam Jev",NA,"Blue Team",5,0,15,-10,0,0,"5"
767485327,"Rockafellah",NA,NA,25,2,16,9,0,0,"25"
767485327,"LASER BOMB",NA,NA,21,1,18,3,0,0,"21"
767485327,"COLA PELUDA",NA,NA,20,2,10,10,0,0,"20"
767485327,"Sam Jev",NA,NA,18,1,14,4,0,0,"18"
767485327,"StumpVaux",NA,NA,19,0,17,2,0,0,"18"
767485327,"LIL Soufside",NA,NA,13,2,20,-7,0,0,"13"
767485327,"LIL Soufside(G)",NA,NA,6,0,27,-21,0,0,"6"
767485327,"isSwainN",NA,NA,1,0,2,-1,0,0,"1"
767479949,"KaNn0v3R",20,"Red Team",21,1,13,8,0,0,"21"
767479949,"FFA NEIHBOR",20,"Red Team",13,4,16,-3,0,0,"13"
767479949,"jhBEAST9071",20,"Red Team",10,0,6,4,0,0,"10"
767479949,"Frags xD",20,"Red Team",7,5,11,-4,0,0,"6"
767479949,"lppfl l vader l",20,"Blue Team",16,4,15,1,0,0,"16"
767479949,"Sam Jev",20,"Blue Team",11,1,11,0,0,0,"11"
767479949,"IrOnEoSiTo",20,"Blue Team",10,1,13,-3,0,0,"10"
767479949,"E Z KiLleR AiM",20,"Blue Team",8,0,13,-5,0,0,"8"
766876540,"SiN Nasty",24,"Red Team",22,5,6,16,0,0,"21"
766876540,"Jon Stopable",24,"Red Team",13,3,11,2,0,0,"13"
766876540,"SiN Trance",24,"Red Team",10,0,3,7,0,0,"10"
766876540,"IK O IR IN",24,"Red Team",6,6,12,-6,0,0,"6"
766876540,"The Truth 12",24,"Blue Team",11,3,10,1,0,0,"11"
766876540,"Stoneware",24,"Blue Team",9,4,15,-6,0,0,"9"
766876540,"Sam Jev",24,"Blue Team",7,2,9,-2,0,0,"7"
766876540,"NeckFaceKilla",24,"Blue Team",4,3,17,-13,0,0,"4"
766871161,"Sam Jev",22,"Red Team",19,3,7,12,0,0,"19"
766871161,"PWNDAY",22,"Red Team",14,4,12,2,0,0,"14"
766871161,"AKA xViperWolfx",22,"Red Team",12,5,13,-1,0,0,"12"
766871161,"The Truth 12",22,"Red Team",5,1,7,-2,0,0,"5"
766871161,"PETRONIGHTMARE",22,"Blue Team",14,5,15,-1,0,0,"14"
766871161,"x CrUsH x 713",22,"Blue Team",11,3,11,0,0,0,"11"
766871161,"l Echo Sniper",22,"Blue Team",9,4,11,-2,0,0,"9"
766871161,"zach079",22,"Blue Team",5,5,13,-8,0,0,"5"
766863142,"IHR KuScH 3309",21,"Red Team",24,1,10,14,0,0,"24"
766863142,"SwampyThe Gamer",21,"Red Team",12,6,16,-4,0,0,"12"
766863142,"Nsain HOSS",21,"Red Team",8,7,12,-4,0,0,"8"
766863142,"MM Pwned u",21,"Red Team",6,3,12,-6,0,0,"6"
766863142,"Sam Jev",21,"Blue Team",15,7,12,3,0,0,"15"
766863142,"Bonobo Wisdom",21,"Blue Team",14,5,16,-2,0,0,"14"
766863142,"The Truth 12",21,"Blue Team",12,5,12,0,0,0,"11"
766863142,"rehabbasterd10",21,"Blue Team",9,2,11,-2,0,0,"9"
766858898,"KILLASKANE",20,"Red Team",17,5,8,9,0,0,"17"
766858898,"moose gock",20,"Red Team",14,8,9,5,0,0,"14"
766858898,"P TiZz33",20,"Red Team",12,9,8,4,0,0,"12"
766858898,"ViCho 19PF",20,"Red Team",7,5,5,2,0,0,"7"
766858898,"Sam Jev",20,"Blue Team",11,3,7,4,0,0,"11"
766858898,"HipNo Cheese",20,"Blue Team",9,4,16,-7,0,0,"9"
766858898,"RaneDr0p",20,"Blue Team",6,7,14,-8,0,0,"6"
766858898,"The Truth 12",20,"Blue Team",4,3,13,-9,0,0,"4"
766854199,"l SpaZz I",22,"Blue Team",19,8,13,6,0,0,"19"
766854199,"jnormbadfly4455",22,"Blue Team",12,4,16,-4,0,0,"12"
766854199,"The Truth 12",22,"Blue Team",10,5,14,-4,0,0,"10"
766854199,"Sam Jev",22,"Blue Team",9,3,6,3,0,0,"9"
766854199,"WWWWWWMWWMWWMWW",22,"Red Team",18,6,13,5,0,0,"18"
766854199,"AK Toadz",22,"Red Team",11,6,10,1,0,0,"11"
766854199,"BlownPixie",22,"Red Team",11,12,13,-2,0,0,"11"
766854199,"x MLG H a r a S",22,"Red Team",8,8,14,-6,0,0,"8"
766850241,"MrPrieg",21,"Red Team",16,8,9,7,0,0,"16"
766850241,"KSI SuPeR MaRi0",21,"Red Team",13,8,8,5,0,0,"12"
766850241,"BATTLEBOY785",21,"Red Team",12,4,8,4,0,0,"12"
766850241,"KSI H00DST4R",21,"Red Team",10,11,13,-3,0,0,"10"
766850241,"BE LIKE BMAN",21,"Blue Team",13,7,17,-4,0,0,"12"
766850241,"The Truth 12",21,"Blue Team",9,3,10,-1,0,0,"9"
766850241,"Sam Jev",21,"Blue Team",7,4,10,-3,0,0,"7"
766850241,"gangstaJim",21,"Blue Team",8,12,16,-8,0,0,"7"
766845929,"player5592002",23,"Blue Team",17,7,4,13,0,0,"16"
766845929,"xCROSSF1RE v2 x",23,"Blue Team",16,6,13,3,0,0,"16"
766845929,"CptnCheepo",23,"Blue Team",14,8,7,7,0,0,"14"
766845929,"pLtN xOrion",23,"Blue Team",4,8,8,-4,0,0,"4"
766845929,"Sam Jev",23,"Red Team",8,8,12,-4,0,0,"8"
766845929,"Malhiem",23,"Red Team",9,3,11,-2,0,0,"8"
766845929,"plincipali",23,"Red Team",7,5,13,-6,0,0,"7"
766845929,"The Truth 12",23,"Red Team",7,2,16,-9,0,0,"7"
766842667,"Taqwa",17,"Blue Team",13,1,9,4,0,0,"12"
766842667,"Sam Jev",17,"Blue Team",10,1,6,4,0,0,"9"
766842667,"Cheetoh90",17,"Blue Team",7,2,13,-6,0,0,"6"
766842667,"The Truth 12",17,"Blue Team",5,0,7,-2,0,0,"4"
766842667,"vigilantk",17,"Red Team",11,1,11,0,0,0,"11"
766842667,"A StupaShifa",17,"Red Team",8,1,9,-1,0,0,"8"
766842667,"Monkey Nuts89",17,"Red Team",9,0,8,1,0,0,"8"
766842667,"Rolling sneaks",17,"Red Team",3,2,9,-6,0,0,"2"
766837310,"C181 VALE",20,"Red Team",24,2,5,19,0,0,"24"
766837310,"C181 JETTA",20,"Red Team",11,3,14,-3,0,0,"11"
766837310,"C181 EPSILON",20,"Red Team",9,0,14,-5,0,0,"9"
766837310,"C181 TETA",20,"Red Team",6,1,10,-4,0,0,"6"
766837310,"D34D 51L3NT",20,"Blue Team",16,1,15,1,0,0,"16"
766837310,"Sam Jev",20,"Blue Team",12,0,7,5,0,0,"12"
766837310,"GroovyKraz",20,"Blue Team",8,0,17,-9,0,0,"8"
766837310,"The Truth 12",20,"Blue Team",7,0,11,-4,0,0,"7"
766834298,"XxKurtCobain",NA,NA,25,9,10,15,0,0,"25"
766834298,"Sam Jev",NA,NA,16,3,10,6,0,0,"16"
766834298,"a LAZY SEiMANN",NA,NA,16,6,16,0,0,0,"16"
766834298,"Aliquails",NA,NA,15,4,15,0,0,0,"15"
766834298,"A PANKUS",NA,NA,13,11,14,-1,0,0,"13"
766834298,"Vok iZ FaTaL",NA,NA,10,8,19,-9,0,0,"9"
766834298,"The Truth 12",NA,NA,7,8,18,-11,0,0,"7"
766834298,"XxKurtCobain(G)",NA,NA,5,5,6,-1,0,0,"5"
766774776,"Dino The One",23,"Red Team",21,7,7,14,0,0,"21"
766774776,"MattyB1889",23,"Red Team",14,7,11,3,0,0,"14"
766774776,"ShodPantees",23,"Red Team",9,8,15,-6,0,0,"9"
766774776,"nasm30",23,"Red Team",6,5,11,-5,0,0,"6"
766774776,"iFenix Returns",23,"Blue Team",17,4,18,-1,0,0,"17"
766774776,"Sam Jev",23,"Blue Team",13,5,11,2,0,0,"13"
766774776,"Jarhead12",23,"Blue Team",11,11,13,-2,0,0,"11"
766774776,"SKIDAH",23,"Blue Team",3,7,8,-5,0,0,"3"
766773507,"Phenom71",21,"Blue Team",21,7,13,8,0,0,"21"
766773507,"SATENRUIKOlv0",21,"Blue Team",14,4,12,2,0,0,"14"
766773507,"Sam Jev",21,"Blue Team",10,7,6,4,0,0,"10"
766773507,"xELITE SN1PAx",21,"Blue Team",5,9,15,-10,0,0,"5"
766773507,"Pollo y Arroz",21,"Red Team",18,3,15,3,0,0,"18"
766773507,"redfox1442",21,"Red Team",11,9,15,-4,0,0,"11"
766773507,"squalorrrrrrr",21,"Red Team",11,4,14,-3,0,0,"10"
766773507,"H DiFRUST",21,"Red Team",6,2,7,-1,0,0,"6"
766773026,"squalorrrrrrr",19,"Blue Team",21,3,15,6,0,0,"21"
766773026,"challas239",19,"Blue Team",15,2,15,0,0,0,"15"
766773026,"SKUNKMAD xJ4Yx",19,"Blue Team",10,5,13,-3,0,0,"8"
766773026,"Sam Jev",19,"Blue Team",6,2,8,-2,0,0,"6"
766773026,"Pollo y Arroz",19,"Red Team",18,5,13,5,0,0,"18"
766773026,"enjoi 671",19,"Red Team",12,8,14,-2,0,0,"12"
766773026,"IIEdoxII",19,"Red Team",10,3,13,-3,0,0,"9"
766773026,"BlitzWolf 09",19,"Red Team",9,6,13,-4,0,0,"9"
766772353,"XxBeesxX",17,"Blue Team",23,1,21,2,0,0,"22"
766772353,"Sam Jev",17,"Blue Team",15,2,7,8,0,0,"15"
766772353,"Goldking90",17,"Blue Team",8,3,14,-6,0,0,"8"
766772353,"The Truth 12",17,"Blue Team",5,0,6,-1,0,0,"5"
766772353,"MR DIRK DIGGL3R",17,"Red Team",18,2,13,5,0,0,"18"
766772353,"Shadownsk",17,"Red Team",11,0,11,0,0,0,"11"
766772353,"Marijuice",17,"Red Team",10,2,11,-1,0,0,"10"
766772353,"Nut Ranger",17,"Red Team",8,2,16,-8,0,0,"8"
766771201,"The Truth 12",NA,"Red Team",0,0,0,0,0,0,"81"
766771201,"Sam Jev",NA,"Red Team",0,0,1,-1,0,0,"0"
766775665,"Sam Jev",NA,NA,0,0,0,0,0,0,"0"
766775665,"The Truth 12",NA,NA,0,0,0,0,0,0,"0"
766770995,"CEO of YOU",NA,NA,25,4,17,8,0,0,"25"
766770995,"QSG Circa",NA,NA,21,3,16,5,0,0,"21"
766770995,"Selfy3",NA,NA,21,6,15,6,0,0,"21"
766770995,"Sam Jev",NA,NA,14,6,15,-1,0,0,"14"
766770995,"J Army3",NA,NA,13,4,18,-5,0,0,"13"
